,地址,区域,小区,租凭方式,租金,楼层,面积,户型,朝向,发布日期,具体日期,介绍,看房记录（最新成交日期）,看房记录（最新成交价格）,距离地铁站距离,入住,租期,看房,电梯,车位,用水,用电,燃气,电视,冰箱,洗衣机,空调,热水器,床,暖气,宽带,衣柜,天然气,经度,纬度,链接,信息采集时间
2364,浦东,周浦,万达广场(周浦),整租,2500,中楼层/28层,43㎡,1室1厅1卫,朝北,1个月前,2019-06-12,,2019-07-11,2600元/月,,随时入住,暂无数据,一般下班后可看,无,暂无数据,商水,商电,无,无,无,无,无,无,无,无,无,无,无,121.610583,31.205027,https://sh.lianjia.com/zufang/SH2277544785789059072.html,2019-07-31 20:28:33
2365,长宁,镇宁路,昭化东路73号,整租,5800,低楼层/6层,31㎡,1室1厅1卫,朝南,21天前,2019-07-10,"【户型介绍】 此房是一室一一厨一卫，进门是厨房和卫生间，接着是卧室，有个阳台，装修也是尽可能的节省空间。
【装修描述】 此房朝南一房，全新家具家电，配套齐全，全新装修，很适合居住。
【交通出行】 门口有超市、便利店、银行等便民设施，近江苏路地铁站、公交线路，出入方便
",2017-07-06,6500元/月,1100m,随时入住,1年以内,需提前预约,无,暂无数据,民水,民电,无,无,无,有,有,有,有,无,无,有,无,121.436867,31.214412,https://sh.lianjia.com/zufang/SH2297722531601727488.html,2019-07-31 20:28:34
2366,青浦,盈浦,旭辉百合宫馆,整租,2500,中楼层/14层,90㎡,2室2厅1卫,朝南,1个月前,2019-06-19,,2019-07-13,3300元/月,1003m,随时入住,暂无数据,需提前预约,无,暂无数据,民水,民电,无,无,无,无,无,无,无,无,无,无,无,121.000000,31.000000,https://sh.lianjia.com/zufang/SH2281893704811945984.html,2019-07-31 20:28:36
2367,黄浦,世博滨江,耀江花园,整租,12500,低楼层/30层,111㎡,2室2厅1卫,朝南,5个月前,2019-02-16,"【装修描述】 装修温馨，适合三口之家居住，或者两个年轻白领合租，家具家电齐全。
【交通出行】 小区出门300米是地铁4/8号线西藏南路地铁站，而且有多路公交站台通向市区各个方向。
【周边配套】 环境优雅且配套设施齐全的小区可为您提供生活的便利，有您闲暇时间可进行购物聚餐的商场超市，有您为上班之便的公交及地铁站。
【小区介绍】 家具家电配置：床、衣柜、书桌、台灯、椅子、空调、窗帘、热水器、冰箱、全自动洗衣机、煤气灶、排烟机、微波炉等。配套齐全，真正的拎包入住！ 品牌家电，放心安全。 期待你的电话咨询，给你一个安心温暖舒心的家。
",2019-07-28,12300元/月,385m,随时入住,1年以内,需提前预约,有,暂无数据,民水,民电,有,无,无,无,无,无,无,无,无,无,无,121.499682,31.215727,https://sh.lianjia.com/zufang/SH2193378262653345792.html,2019-07-31 20:28:37
2368,浦东,惠南,海曲雅苑,整租,3600,中楼层/17层,113㎡,3室1厅1卫,朝南 北,11天前,2019-07-20,,2019-06-30,2400元/月,932m,随时入住,暂无数据,需提前预约,无,暂无数据,暂无数据,暂无数据,暂无数据,无,无,无,无,无,无,无,无,无,无,121.749346,31.047972,https://sh.lianjia.com/zufang/SH2304958546783248384.html,2019-07-31 20:28:38
2369,静安,南京西路,升平小区,整租,8500,高楼层/4层,50㎡,2室1厅1卫,朝南,24天前,2019-07-06,,2019-07-22,7000元/月,197m,随时入住,暂无数据,需提前预约,无,暂无数据,民水,民电,有,无,无,无,无,无,无,无,无,无,无,121.462092,31.225363,https://sh.lianjia.com/zufang/SH2294987381142994944.html,2019-07-31 20:28:39
2370,青浦,盈浦,首创禧悦(一期),整租,2500,未知/8层,89㎡,2室2厅1卫,朝向暂无,1年前,2018-02-03,,2019-07-30,4000元/月,,暂无数据,暂无数据,暂无数据,无,暂无数据,民水,民电,无,无,无,无,无,无,无,无,无,无,无,121.000000,31.000000,https://sh.lianjia.com/zufang/SH1919216589774004224.html,2019-07-31 20:28:40
2371,浦东,惠南,东城花苑一村,整租,3000,中楼层/6层,92㎡,3室1厅1卫,朝南,1个月前,2019-06-21,,2019-07-27,2500元/月,412m,随时入住,暂无数据,需提前预约,无,暂无数据,民水,民电,无,无,无,无,无,无,无,无,无,无,无,121.767112,31.051516,https://sh.lianjia.com/zufang/SH2284009648409280512.html,2019-07-31 20:28:41
2372,浦东,新场,东方冠郡,整租,3800,低楼层/18层,100㎡,2室2厅1卫,朝南 北,2个月前,2019-05-08,"【房源亮点】 交通便利，生活便利，距古镇近，精装三房，两房朝南，一房朝北，南北通透
【户型介绍】 精装三房，两房朝南，一房朝北，南北通透，客厅通风好，采光充足
【交通出行】 龙港快线（龙阳路地铁站——沪城环路共享区）、龙大专线（龙阳路地铁站——大团镇永晖路）、 628路（川沙——新环南路（新城镇））、新芦专线（新场地铁站——芦潮港）、 1108路（新场地铁站——新场地铁站）
",2019-07-04,2500元/月,,随时入住,暂无数据,需提前预约,有,暂无数据,民水,民电,无,无,无,无,无,无,无,无,无,无,无,121.653033,31.027953,https://sh.lianjia.com/zufang/SH2252024567369302016.html,2019-07-31 20:28:42
2373,奉贤,海湾,绿地香颂(奉贤)(公寓),整租,1700,低楼层/8层,62㎡,1室1厅1卫,朝南,16天前,2019-07-15,,2019-07-28,1666元/月,,随时入住,暂无数据,需提前预约,有,暂无数据,民水,民电,有,无,无,无,无,无,无,无,无,无,无,121.567409,30.857286,https://sh.lianjia.com/zufang/SH2300758303019368448.html,2019-07-31 20:28:43
2374,静安,曹家渡,瀚林世家,整租,7000,高楼层/29层,65㎡,1室1厅1卫,朝东南,3个月前,2019-04-24,"【房源亮点】 此房业主诚意出租，交通生活便利，配套设施齐全，业主诚意出租，交通生活便利，配套设施齐全
【交通出行】 小区距离27号线静安寺978米，7号线昌平路882米，211号线江苏路990米，13号线武宁路1公里
【周边配套】 小区周 边有农工商超市、华联超市，购物方便！中国 银行工商银行，为您生活提供便利！静安老年医院、上海儿童医院，为您提供医疗保障！

",2019-07-06,16800元/月,576m,随时入住,1年以内,需提前预约,有,暂无数据,民水,民电,有,有,有,有,有,有,有,有,有,有,有,121.438874,31.229152,https://sh.lianjia.com/zufang/SH2241759812184711168.html,2019-07-31 20:28:44
2375,徐汇,康健,长丰坊,整租,5800,中楼层/6层,55㎡,2室1厅1卫,朝南,13天前,2019-07-18,,2019-07-24,5400元/月,,2019-08-15,3年以内,需提前预约,无,暂无数据,民水,民电,有,有,有,有,有,有,有,无,有,有,有,121.415659,31.153824,https://sh.lianjia.com/zufang/SH2298402355634511872.html,2019-07-31 20:28:45
2376,静安,南京西路,茂名公寓,整租,8000,高楼层/7层,36㎡,1室1厅1卫,朝南,17天前,2019-07-13,"【交通出行】 ①小区近轨道交通 12号13号 2号线 前往陆家嘴、南京东路、长寿路都很方便 ②公交车23路49路出门即到可直达陆家嘴 ③小区出门可步行至兴业太古汇、吴江路小吃街、梅龙镇广场、南京西路1515号 ④小区南门出门既可以到菜场
【出租原因】 业主精装修，房屋保养到位，家电齐全，配套完善， 拎包入住，。
【小区介绍】 附.近香港兴业太古汇，对.面上海电视台。周.边生活便捷，银行，超市，菜市场等。物业管理非.常好
",2019-07-27,7400元/月,79m,随时入住,2年以内,需提前预约,无,暂无数据,民水,民电,无,有,有,有,有,有,有,有,有,有,有,121.460801,31.225633,https://sh.lianjia.com/zufang/SH2298497662032551936.html,2019-07-31 20:28:46
2377,静安,静安寺,南京西路公馆,整租,9500,低楼层/30层,64㎡,1室1厅1卫,朝南,9天前,2019-07-22,,2019-07-14,9000元/月,526m,随时入住,3年以上,需提前预约,有,暂无数据,民水,民电,无,有,有,有,有,有,有,有,有,有,有,121.450241,31.223989,https://sh.lianjia.com/zufang/SH2306368887903756288.html,2019-07-31 20:28:47
2378,徐汇,龙华,宛南六村,整租,7000,高楼层/6层,49㎡,2室1厅1卫,朝南,1个月前,2019-06-30,"【房源亮点】 正规两室一厅，南北通透，主卧朝南带阳台，精装修家具家电全配，拎包入住
【装修描述】 居家精装修，卧室A是上下铺床，卧室B是1.3*2米的床，空间大可住2-4人
【交通出行】 11号线上海游泳馆-步行490米 4号线上海体育场-步行737米 11/12号线龙华-767米 3号线漕溪路-步行867米 12号线龙漕路-步行1055米 7/12号线龙华中路-步行1143米
【周边配套】 小区出门天钥桥路上多超市便利店水果店，近宛南五村双峰菜市场、徐汇滨江跑道，多公交站
",2019-07-27,4000元/月,518m,随时入住,1年以内,需提前预约,无,暂无数据,民水,民电,无,有,有,有,有,有,有,无,无,有,有,121.446693,31.179738,https://sh.lianjia.com/zufang/SH2290285697195573248.html,2019-07-31 20:28:48
2379,浦东,新场,安广苑,整租,2500,高楼层/5层,137㎡,2室2厅2卫,朝南,1年前,2018-03-26,"【交通出行】 交通:龙港快线（龙阳路地铁站——沪城环路共享区）、龙大专线（龙阳路地铁站——大团镇永晖路）、 新场3路（祝航路村路——新环西路笋心路）、新场5路（王桥村委——众园路笋王路）、 628路（川沙——新环南路（新城镇））、新芦专线（新场地铁站——
【周边配套】 门口菜场 商铺街 超市 配套有石笋school、石笋school 
【小区介绍】 楼盘均价：	24534  元/平米
楼盘地址：	(浦东 - 新场) 新环西路439弄 
交通地铁：	地铁16号线新场站
楼盘类型：	别墅,公寓
建筑年代：	2005、2007、2008、2010
物业信息：	暂无信息
物 业 费：	公寓 0.95元/平米/月
",2019-06-06,2850元/月,,随时入住,暂无数据,需提前预约,无,暂无数据,民水,民电,无,无,无,无,无,无,无,无,无,无,无,121.637603,31.021709,https://sh.lianjia.com/zufang/SH1956516605819363328.html,2019-07-31 20:28:49
2380,徐汇,康健,康健路25弄,整租,5800,低楼层/6层,52㎡,2室1厅1卫,朝南,8天前,2019-07-23,,2019-06-16,4200元/月,285m,随时入住,暂无数据,需提前预约,无,暂无数据,民水,民电,无,无,无,无,无,无,无,无,无,无,无,121.432342,31.166946,https://sh.lianjia.com/zufang/SH2307151316666810368.html,2019-07-31 20:28:50
2381,嘉定,嘉定老城,李园一村,整租,1800,高楼层/6层,54㎡,2室0厅1卫,朝南,13天前,2019-07-17,,2019-07-21,1900元/月,,随时入住,2年以内,需提前预约,无,暂无数据,民水,民电,无,有,有,有,有,有,有,有,有,有,有,121.253576,31.389619,https://sh.lianjia.com/zufang/SH2298476216665522176.html,2019-07-31 20:28:51
2382,松江,泗泾,塘和家园君康苑,整租,2200,低楼层/18层,68㎡,2室1厅1卫,朝南,16天前,2019-07-15,,2019-07-28,3100元/月,,随时入住,2年以内,需提前预约,无,暂无数据,暂无数据,暂无数据,暂无数据,无,无,无,无,无,无,无,无,无,无,121.253699,31.100355,https://sh.lianjia.com/zufang/SH2296924917285003264.html,2019-07-31 20:28:52
2383,黄浦,豫园,复地雅园,整租,14000,低楼层/21层,121㎡,2室2厅2卫,朝南,25天前,2019-07-06,,2019-07-09,12000元/月,616m,随时入住,暂无数据,需提前预约,有,暂无数据,民水,民电,有,无,无,无,无,无,无,无,无,无,无,121.490942,31.223295,https://sh.lianjia.com/zufang/SH2284029642505994240.html,2019-07-31 20:28:53
2384,徐汇,康健,长兴坊,整租,7000,高楼层/6层,62㎡,2室2厅1卫,朝南 北,2个月前,2019-05-31,"【房源亮点】 楼层佳 南北通透 交通便利 小区怡静 交通便利。。。。。。。。
【交通出行】 公交:上海师大(桂林路钦州南路)(43路703路B线) 桂林路桂林东街(725路43路131路712路763路303路夜班166路) 钦州南路桂林路(703路B线725路830路804路732路) 地铁：12号线虹漕站1.1公里，1号线锦江乐园站1.8公里，3号线上海南站2.1公里
【周边配套】 商场：康健亮都新时代、家乐福、沃尔玛。 医院：徐汇区新乐地段医院、上海国创贝氏门诊部、上海市第六人民医院。 4.邮局：中国邮政康健邮政所、中国邮政师范大学邮政所。桂林西街菜市场 便利店
",2019-07-19,4900元/月,982m,随时入住,暂无数据,需提前预约,无,暂无数据,民水,民电,无,无,有,有,有,有,有,无,无,有,无,121.415138,31.155926,https://sh.lianjia.com/zufang/SH2268756677606522880.html,2019-07-31 20:28:54
2385,青浦,盈浦,清河湾佳苑(一期),整租,2500,高楼层/11层,122㎡,3室2厅2卫,朝南,19天前,2019-07-12,,2019-06-06,3800元/月,1142m,随时入住,暂无数据,需提前预约,无,暂无数据,民水,民电,无,无,无,无,无,无,无,无,无,无,无,121.000000,31.000000,https://sh.lianjia.com/zufang/SH2298274067301531648.html,2019-07-31 20:28:55
2386,黄浦,老西门,实华公寓,整租,13000,低楼层/18层,110㎡,2室2厅1卫,朝南,6个月前,2019-01-24,"【户型介绍】 两房两厅一卫，南北通透，南北双阳台，客厅主卧朝南，采光无遮挡，装修保养好，家具家电齐全。
【交通出行】 小区门口出去距地铁8\9号线约440米，距地铁8\10号线3号口不到200米。出行方便，公交各种交通便利，新天地太平湖公园。
【周边配套】 距新天地不足1公里，新邻生活馆、凯德晶萃广场满足购物、吃喝玩乐。教育：上海市黄浦、大吉路幼儿园、敬业、上海市比乐。医疗：上海市红房子妇产科医院、上海交通大学医学院附属第九人民医院、瑞金医院。
",2019-07-21,14300元/月,278m,随时入住,2年以内,需提前预约,有,暂无数据,民水,民电,有,有,有,有,有,有,有,有,有,有,有,121.484553,31.214583,https://sh.lianjia.com/zufang/SH2176874205382189056.html,2019-07-31 20:28:56
2387,静安,江宁路,句容小区,整租,7000,高楼层/7层,50㎡,2室0厅1卫,朝南,19天前,2019-07-12,"【户型介绍】 本房为静安区2居紧凑户型，楼梯房有阳台，年轻人，老人皆宜居，小区生活便利，交通便利
【交通出行】 距离13号线江宁路站520米，距离1号线汉中路路站638米（数据来源于百度地图
【周边配套】 长寿公园、昌化路菜市场、巴黎春天，亚新生活广场、元华超市、普陀人民医院等
",2019-07-20,5000元/月,1003m,随时入住,1年以内,需提前预约,无,暂无数据,民水,民电,无,有,有,有,有,有,有,有,有,有,有,121.449442,31.240556,https://sh.lianjia.com/zufang/SH2298557647173468160.html,2019-07-31 20:28:57
2388,普陀,甘泉宜川,合阳小区,整租,4300,中楼层/6层,38㎡,1室0厅1卫,朝南,13天前,2019-07-18,,2019-07-29,3400元/月,,2019-08-01,暂无数据,需提前预约,无,暂无数据,民水,民电,无,无,无,无,无,无,无,无,无,无,无,121.439832,31.263921,https://sh.lianjia.com/zufang/SH2303630370711027712.html,2019-07-31 20:28:58
2389,黄浦,世博滨江,嘉登公寓,整租,13000,低楼层/11层,113㎡,4室1厅2卫,朝南,18天前,2019-07-12,"【房源亮点】 实地比照片好，用的材料是环保的，精心打造，上班陪读首 选，看房方便，客厅视野很好，物美价廉。
【交通出行】 小区周 边有众多的公交线路，附 近地铁4、8号线西藏南路地铁站，地铁13号线世博会博物馆站，近内环高架和西藏南路隧道，出行十分方便。
【周边配套】 配套齐全， 歌菲自带8万方的成熟配套，满足吃喝日常生活。绿地32万方配套满足吃喝玩乐购。汇暻生活广场星巴克汉堡王满足您的味蕾。周 围银行多，农行，工行，邮储齐备。医院：第九人民医院，瑞金医院。
",2018-05-19,6000元/月,546m,随时入住,1年以内,需提前预约,有,暂无数据,民水,民电,无,有,有,有,有,有,有,有,有,有,有,,,https://sh.lianjia.com/zufang/SH2299097065982271488.html,2019-07-31 20:29:00
2390,黄浦,新天地,连云大楼,整租,10000,高楼层/13层,59㎡,1室1厅1卫,朝南,25天前,2019-07-05,,2019-07-20,6300元/月,336m,随时入住,2年以内,暂无数据,有,暂无数据,民水,民电,有,有,有,有,有,有,有,无,无,有,有,121.499682,31.215727,https://sh.lianjia.com/zufang/SH2294276081668333568.html,2019-07-31 20:29:00
2391,静安,南京西路,静安紫苑,整租,8500,中楼层/27层,52㎡,1室1厅1卫,朝南,3个月前,2019-04-19,,2019-07-18,7400元/月,1012m,随时入住,1年以内,需提前预约,有,暂无数据,民水,民电,无,有,有,有,有,有,有,有,有,有,有,121.453281,31.234089,https://sh.lianjia.com/zufang/SH2237595275948998656.html,2019-07-31 20:29:02
2392,浦东,惠南,惠康苑西苑,整租,2600,高楼层/14层,100㎡,3室1厅1卫,朝南,7个月前,2019-01-01,"【房源亮点】 此房适合家里人口多的居住，三个房间都有空调床衣柜 价格便宜 家电也都配齐的，免费 宽带使用
【交通出行】 小区门口就是通往交各地的公交枢纽 往惠南地铁站方向 惠芦专线 惠南5路 往迪士尼方向 浦东51路 往川沙方向 川芦专线
【周边配套】 小区门口就是一条繁华的小吃一条街，满足基本的生活需求。火锅 烧烤 家常菜 面 等等 还有一个两层的超市，一楼是生活用品 二楼菜市场。如果这些还不够 小区2000米处就是大型的欧尚超市 禹州商 业广场 吃喝玩乐一体的综合商 业体
",2019-07-13,1800元/月,,随时入住,暂无数据,需提前预约,有,暂无数据,民水,民电,有,无,无,无,无,无,无,无,无,无,无,121.736801,31.068433,https://sh.lianjia.com/zufang/SH2160154686085136384.html,2019-07-31 20:29:02
2393,静安,静安寺,三义坊,整租,8000,低楼层/6层,34㎡,1室1厅1卫,朝南,16天前,2019-07-14,,2019-06-23,4000元/月,440m,随时入住,1年以内,只能周末看房,无,暂无数据,民水,民电,无,有,有,有,有,有,有,无,无,有,有,121.442406,31.226449,https://sh.lianjia.com/zufang/SH2298361307919302656.html,2019-07-31 20:29:03
2394,浦东,外高桥,潼港二村,整租,3000,高楼层/6层,46㎡,1室1厅1卫,朝南,3天前,2019-07-28,,2019-07-16,3200元/月,,随时入住,暂无数据,需提前预约,无,暂无数据,民水,民电,无,无,无,无,无,无,无,无,无,无,无,121.574159,31.341108,https://sh.lianjia.com/zufang/SH2310684853101928448.html,2019-07-31 20:29:04
2395,奉贤,海湾,绿地香颂(奉贤)(公寓),整租,1800,中楼层/8层,62㎡,2室1厅1卫,朝南,1个月前,2019-06-29,,2019-07-28,1666元/月,,随时入住,暂无数据,需提前预约,有,暂无数据,民水,民电,有,无,无,无,无,无,无,无,无,无,无,121.567409,30.857286,https://sh.lianjia.com/zufang/SH2289597969659600896.html,2019-07-31 20:29:05
2396,浦东,周浦,汇枫公寓,整租,3600,中楼层/17层,98㎡,3室2厅1卫,朝南,23天前,2019-07-07,"【房源亮点】 地铁18号线出口，出行方便，精装三房，诚信出租。。。。。。。。
【交通出行】 地铁18号线出口，出行方便，精装三房，诚信出租。。。。。。。。
【小区介绍】 地铁18号线出口，出行方便，精装三房，诚信出租。。。。。。。
",2019-06-26,2300元/月,,随时入住,暂无数据,需提前预约,有,暂无数据,民水,民电,无,无,无,无,无,无,无,无,无,无,无,121.583603,31.089312,https://sh.lianjia.com/zufang/SH2295711942880534528.html,2019-07-31 20:29:07
2397,浦东,宣桥,欣菊苑,整租,3500,未知/6层,122㎡,3室2厅2卫,朝南,8个月前,2018-11-19,"【户型介绍】 3房2厅1卫，主卧朝南，次卧朝北，客厅餐厅南北通透，厨房朝北，卫生间朝东。
【装修描述】 这是业主自住装修的，精装大三房  保养的还不错的。。。。。。。。。。。。
【出租原因】 房子是业主自己住的，保养的很好，置换惠南新房诚心出租此房，看房方便，看中价格可以小刀
【周边配套】 市景繁华 小吃一条街 晚上灯火辉煌。。。。。。。。。。。。。。。。。。。。。。
",,,,随时入住,暂无数据,需提前预约,无,暂无数据,民水,民电,无,无,无,无,无,无,无,无,无,无,无,121.700071,31.020666,https://sh.lianjia.com/zufang/SH2128739981533904896.html,2019-07-31 20:29:08
2398,黄浦,蓬莱公园,仁宝公寓,整租,10000,高楼层/26层,79㎡,2室1厅1卫,朝南,3个月前,2019-04-11,"【房源亮点】 近地铁，大两房，采光好，利用空间大，电梯房，家电齐全····
【交通出行】 地铁：小区出门可直达4号线南浦大桥三号口.公交：距离南浦大桥公交总站500米，包含43路;45路;55路;64路;65路;89路;109路;144路;303路;305路;324路;327路;869路;931路;1216路等 公交站（陆家浜路海潮路、国货路海潮路）500米上内环高架出行浦东！
【周边配套】 公园：蓬莱公园800米！超市：联华、迪亚天天小区楼下影院：大光明影院1.5KM，塘桥翰金影院1.9KM滨江跑道：距离黄浦江800米，滨江跑道长8.3公里！89号线陆家浜路地铁站&amp;新凌生活购物广场1.2KM！美食：楼下澳门豆捞、百家福大食堂等医院：交大附属九院！
",2019-02-23,7500元/月,116m,随时入住,1年以内,需提前预约,有,暂无数据,民水,民电,无,有,有,有,有,有,有,无,无,有,有,121.497372,31.209031,https://sh.lianjia.com/zufang/SH2224348230051692544.html,2019-07-31 20:29:09
2399,浦东,惠南,靖海苑(公寓),整租,3000,高楼层/5层,94㎡,2室2厅1卫,朝南,10个月前,2018-09-05,"【房源亮点】 得房率高、绿化好、入住率高，有露台，房屋光线很好，通风效果好，干净整洁。
【交通出行】 交通便捷，距离惠南16号线地铁站仅1.3km，距离南汇惠南步行街仅1.1公里（数据来源腾讯地图）
【出租原因】 业主原先自住，家具家电齐全，可长期出租。适合带小孩上学的一家人、上班族等
【周边配套】 小区配套齐全，旁边有南汇惠南步行街、汇港国际商务广场、银行、医院等
",2019-06-23,2600元/月,,随时入住,1年以内,需提前预约,无,暂无数据,民水,民电,无,有,有,有,有,有,有,有,有,有,有,121.767351,31.047634,https://sh.lianjia.com/zufang/SH2074514881155178496.html,2019-07-31 20:29:10
2400,静安,江宁路,常德路948弄,整租,7500,低楼层/6层,30㎡,1室0厅1卫,朝南 北,2个月前,2019-05-14,"【房源亮点】 此房近昌平站 两个路口 标准一房一厅 房东诚意出租的 价格不高
【装修描述】 精装修居家清爽，干净舒适。厨房配套齐全，拎包入住，采光通风良好。
【交通出行】 距离昌平路地铁站100米，康定路常德路公交站，康定路武定路公交站，余姚路常德路公交站，出行很方便。
",2019-02-28,5300元/月,195m,随时入住,3年以上,需提前预约,无,暂无数据,民水,民电,有,有,有,有,有,有,有,无,有,有,有,121.441599,31.235616,https://sh.lianjia.com/zufang/SH2256364462900781056.html,2019-07-31 20:29:11
2401,黄浦,老西门,桥苑公寓,整租,14000,高楼层/34层,144㎡,3室2厅2卫,朝南,14天前,2019-07-17,,2019-02-19,9000元/月,308m,2019-08-12,2年以内,需提前预约,有,暂无数据,民水,民电,无,有,有,有,有,有,有,无,无,有,有,121.484326,31.215463,https://sh.lianjia.com/zufang/SH2299907295255478272.html,2019-07-31 20:29:12
2402,青浦,盈浦,清河湾佳苑(二期),整租,3500,低楼层/18层,95㎡,2室2厅1卫,朝南,18天前,2019-07-13,,2019-06-16,3400元/月,1152m,随时入住,暂无数据,需提前预约,无,暂无数据,民水,民电,无,无,无,无,无,无,无,无,无,无,无,121.000000,31.000000,https://sh.lianjia.com/zufang/SH2296262805487362048.html,2019-07-31 20:29:13
2403,静安,江宁路,静安晶华园,整租,8500,低楼层/31层,59㎡,1室1厅1卫,朝南,8天前,2019-07-23,,2019-07-14,10500元/月,707m,2019-08-07,3年以内,需提前预约,有,暂无数据,民水,民电,有,有,有,有,有,有,有,无,无,有,有,121.444432,31.239567,https://sh.lianjia.com/zufang/SH2307131461846966272.html,2019-07-31 20:29:14
2404,浦东,周浦,万达广场(周浦),整租,2500,高楼层/28层,43㎡,1室1厅1卫,朝南,18天前,2019-07-13,"【房源亮点】 万达广场，乐购，万达电影城，小上海步行街 交通：地铁16号线周浦东站，451992到陆家嘴，楼下就是沪南线，北面万周线到三林
【交通出行】 万达广场，乐购，万达电影城，小上海步行街 交通：地铁16号线周浦东站，451992到陆家嘴，楼下就是沪南线，北面万周线到三林
【周边配套】 万达广场，乐购，万达电影城，小上海步行街 交通：地铁16号线周浦东站，451992到陆家嘴，楼下就是沪南线，北面万周线到三林
",2019-07-11,2600元/月,,随时入住,暂无数据,需提前预约,无,暂无数据,商水,商电,无,无,无,无,无,无,无,无,无,无,无,121.610583,31.205027,https://sh.lianjia.com/zufang/SH2299022762913562624.html,2019-07-31 20:29:15
2405,浦东,新场,丝庐雅苑(公寓),整租,2500,中楼层/20层,89㎡,2室2厅1卫,朝南,1年前,2018-06-10,"【户型介绍】 2房2厅1卫，两个房间都朝南，客厅餐厅南北通，客厅朝南带大阳台，*三房，位置楼层很好。
【交通出行】 ：周 边1.5公里范围内：16号线新场站（大站车，6节车厢组），s2沪芦高速，申江南路直达张江和金桥。新场政镇府，新场文化中 心，新场古镇（浦东唯一一个古镇。），中粮地 王，中优商 业广场。小区出门5分 钟就是明珠托管的新场实验小 学和新城幼儿园。
【小区介绍】 丝庐雅苑地处浦东南部新场古镇得天独厚中间位置，总建筑面积30万平方米的高层、联排别墅组成，超宽栋距设计、景观空间开阔。随着pi邻的申江南路拓宽延伸，使该项目可迅速接驳浦东张江高科技园区、浦东国际机场及规划中的迪斯尼乐园
",2019-07-29,1600元/月,,随时入住,暂无数据,需提前预约,有,暂无数据,民水,民电,无,无,无,无,无,无,无,无,无,无,无,121.656128,31.032355,https://sh.lianjia.com/zufang/SH2011547019117862912.html,2019-07-31 20:29:16
2406,浦东,惠南,中洲珑悦,整租,3000,中楼层/12层,120㎡,3室2厅1卫,朝南,17天前,2019-07-14,,2019-06-16,3600元/月,,2019-08-01,暂无数据,需提前预约,有,暂无数据,民水,民电,无,无,无,无,无,无,无,无,无,无,无,121.780424,31.054920,https://sh.lianjia.com/zufang/SH2299198968812273664.html,2019-07-31 20:29:17
2407,浦东,外高桥,潼港三村,整租,3400,高楼层/6层,64㎡,2室1厅1卫,朝南,11天前,2019-07-20,,2019-07-21,5000元/月,,随时入住,1年以内,需提前预约,无,暂无数据,民水,民电,无,有,有,有,有,有,有,无,无,有,有,121.572329,31.339780,https://sh.lianjia.com/zufang/SH2304801574049808384.html,2019-07-31 20:29:18
2408,青浦,香花桥,都汇华庭,整租,3500,未知/11层,64㎡,2室1厅1卫,朝南,13天前,2019-07-18,,2019-07-29,1800元/月,,随时入住,暂无数据,需提前预约,有,暂无数据,民水,民电,无,无,无,无,无,无,无,无,无,无,无,121.124585,31.176129,https://sh.lianjia.com/zufang/SH2298497731029123072.html,2019-07-31 20:29:19
2409,静安,南京西路,静安紫苑,整租,8000,中楼层/27层,52㎡,1室1厅1卫,朝西南,11天前,2019-07-20,,2019-07-18,7400元/月,1012m,随时入住,暂无数据,需提前预约,有,暂无数据,民水,民电,无,无,无,无,无,无,无,无,无,无,无,121.453281,31.234089,https://sh.lianjia.com/zufang/SH2304953700743127040.html,2019-07-31 20:29:20
2410,浦东,惠南,听潮民乐苑,整租,2900,中楼层/5层,114㎡,3室2厅2卫,朝向暂无,1年前,2018-02-01,"【房源亮点】 本房所在的小区位于拱极路与通济路的交叉口，位于惠南繁华地区。本房是三室两厅，南北通透，房型正气，采光充足，看房方便。
【户型介绍】 本房是步梯房，该房是中间楼层，楼层好，位置佳，采光充足前后无遮挡。
【周边配套】 小区距离地铁站大约1500米左右，可乘坐1111路三站到达地铁站，通济路上有小吃一条街等、
",2019-07-18,1000元/月,,随时入住,1年以内,需提前预约,无,暂无数据,民水,民电,有,有,有,有,有,有,有,无,有,有,有,121.746918,31.051975,https://sh.lianjia.com/zufang/SH1917860910207344640.html,2019-07-31 20:29:21
2411,普陀,曹杨,曹杨三村(兰岭园),整租,4300,高楼层/6层,39㎡,1室1厅1卫,朝南,1个月前,2019-06-27,,2019-07-18,2700元/月,1003m,随时入住,暂无数据,需提前预约,无,暂无数据,民水,民电,无,无,无,无,无,无,无,无,无,无,无,121.400952,31.242869,https://sh.lianjia.com/zufang/SH2287761258117865472.html,2019-07-31 20:29:22
2412,长宁,仙霞,虹霞小区,整租,6000,中楼层/6层,48㎡,2室0厅1卫,朝南,16天前,2019-07-15,,2019-06-20,5800元/月,668m,随时入住,1年以内,需提前预约,无,暂无数据,民水,民电,有,有,有,有,有,有,有,有,有,有,有,121.389618,31.204522,https://sh.lianjia.com/zufang/SH2301241516829442048.html,2019-07-31 20:29:23
2413,徐汇,康健,康乐小区(徐汇),整租,5500,低楼层/6层,46㎡,2室0厅1卫,朝南,16天前,2019-07-14,,2019-07-24,6000元/月,679m,随时入住,2年以内,需提前预约,无,暂无数据,民水,民电,无,有,有,有,有,有,有,有,有,有,有,121.419417,31.166917,https://sh.lianjia.com/zufang/SH2300453813343502336.html,2019-07-31 20:29:24
